  Saved    Null   Total  Iteration   Relative  Curr Step   Curr Sum    Max Sum
  Steps   Steps   Steps  this Step  Unbalance       Size   of Steps   of Steps
 (    1      50     200     -10/40   1.000000   1.000000   1.000000   1.000000)
      0       5      14         -6   7.909458   0.003259   0.922689   0.922689
      0       5      14         -7   7.656160   0.003259   0.922689   0.922689
      0       5      14         -8   7.411085   0.003259   0.922689   0.922689
      0       5      14         -9   7.173959   0.003259   0.922689   0.922689
      0       5      14        -10   6.944516   0.003259   0.922689   0.922689
      0       5      14          1   9.185585   0.003259   0.922689   0.922689
      0       5      14          2   9.332224   0.003259   0.922689   0.922689
      0       5      14          3   9.100383   0.003259   0.922689   0.922689
      0       5      14          4   8.884637   0.003259   0.922689   0.922689
      0       5      14          5   8.673955   0.003259   0.922689   0.922689
      0       5      14          6   8.468337   0.003259   0.922689   0.922689
      0       5      14          7   8.267658   0.003259   0.922689   0.922689
      0       5      14          8   8.071796   0.003259   0.922689   0.922689
      0       5      14          9   7.880632   0.003259   0.922689   0.922689
      0       5      14         10   7.694051   0.003259   0.922689   0.922689
      0       5      14         11   7.511940   0.003259   0.922689   0.922689
      0       5      14         12   7.334189   0.003259   0.922689   0.922689
      0       5      14         13   7.160691   0.003259   0.922689   0.922689
      0       5      14         14   6.991344   0.003259   0.922689   0.922689
      0       5      14         15   6.826044   0.003259   0.922689   0.922689
      0       5      14         16   6.664694   0.003259   0.922689   0.922689
      0       5      14         17   6.507196   0.003259   0.922689   0.922689
      0       5      14         18   6.353457   0.003259   0.922689   0.922689
      0       5      14         19   6.203386   0.003259   0.922689   0.922689
      0       5      14         20   6.056894   0.003259   0.922689   0.922689
      0       5      14         21   5.913892   0.003259   0.922689   0.922689
      0       5      14         22   5.774297   0.003259   0.922689   0.922689
      0       5      14         23   5.638026   0.003259   0.922689   0.922689
      0       5      14         24   5.504999   0.003259   0.922689   0.922689
      0       5      14         25   5.375137   0.003259   0.922689   0.922689
      0       5      14         26   5.248364   0.003259   0.922689   0.922689
      0       5      14         27   5.124603   0.003259   0.922689   0.922689
      0       5      14         28   5.003784   0.003259   0.922689   0.922689
      0       5      14         29   4.885835   0.003259   0.922689   0.922689
      0       5      14         30   4.770686   0.003259   0.922689   0.922689
      0       5      14         31   4.658272   0.003259   0.922689   0.922689
      0       5      14         32   4.548524   0.003259   0.922689   0.922689
